transactionId,date,itemName,quantitySold,mealType,unitPrice
SYN-2026-07-20-0,2026-07-20,Veg Thali,177,Lunch,80
SYN-2026-07-20-1,2026-07-20,Paneer Meal,75,Lunch,120
SYN-2026-07-20-2,2026-07-20,Rice Bowl,123,Lunch,60
SYN-2026-07-20-3,2026-07-20,Idli & Sambar,150,Breakfast,40
SYN-2026-07-20-4,2026-07-20,Dal Khichdi,96,Lunch,65
SYN-2026-07-21-0,2026-07-21,Veg Thali,192,Lunch,80
SYN-2026-07-21-1,2026-07-21,Paneer Meal,75,Lunch,120
SYN-2026-07-21-2,2026-07-21,Rice Bowl,113,Lunch,60
SYN-2026-07-21-3,2026-07-21,Idli & Sambar,141,Breakfast,40
SYN-2026-07-21-4,2026-07-21,Dal Khichdi,97,Lunch,65
SYN-2026-07-22-0,2026-07-22,Veg Thali,205,Lunch,80
SYN-2026-07-22-1,2026-07-22,Paneer Meal,83,Lunch,120
SYN-2026-07-22-2,2026-07-22,Rice Bowl,120,Lunch,60
SYN-2026-07-22-3,2026-07-22,Idli & Sambar,136,Breakfast,40
SYN-2026-07-22-4,2026-07-22,Dal Khichdi,89,Lunch,65
SYN-2026-07-23-0,2026-07-23,Veg Thali,190,Lunch,80
SYN-2026-07-23-1,2026-07-23,Paneer Meal,84,Lunch,120
SYN-2026-07-23-2,2026-07-23,Rice Bowl,131,Lunch,60
SYN-2026-07-23-3,2026-07-23,Idli & Sambar,150,Breakfast,40
SYN-2026-07-23-4,2026-07-23,Dal Khichdi,92,Lunch,65
SYN-2026-07-24-0,2026-07-24,Veg Thali,201,Lunch,80
SYN-2026-07-24-1,2026-07-24,Paneer Meal,93,Lunch,120
SYN-2026-07-24-2,2026-07-24,Rice Bowl,139,Lunch,60
SYN-2026-07-24-3,2026-07-24,Idli & Sambar,170,Breakfast,40
SYN-2026-07-24-4,2026-07-24,Dal Khichdi,117,Lunch,65
SYN-2026-07-25-0,2026-07-25,Veg Thali,203,Lunch,80
SYN-2026-07-25-1,2026-07-25,Paneer Meal,79,Lunch,120
SYN-2026-07-25-2,2026-07-25,Rice Bowl,117,Lunch,60
SYN-2026-07-25-3,2026-07-25,Idli & Sambar,140,Breakfast,40
SYN-2026-07-25-4,2026-07-25,Dal Khichdi,97,Lunch,65
SYN-2026-07-26-0,2026-07-26,Veg Thali,206,Lunch,80
SYN-2026-07-26-1,2026-07-26,Paneer Meal,86,Lunch,120
SYN-2026-07-26-2,2026-07-26,Rice Bowl,127,Lunch,60
SYN-2026-07-26-3,2026-07-26,Idli & Sambar,141,Breakfast,40
SYN-2026-07-26-4,2026-07-26,Dal Khichdi,90,Lunch,65
SYN-2026-07-27-0,2026-07-27,Veg Thali,187,Lunch,80
SYN-2026-07-27-1,2026-07-27,Paneer Meal,82,Lunch,120
SYN-2026-07-27-2,2026-07-27,Rice Bowl,131,Lunch,60
SYN-2026-07-27-3,2026-07-27,Idli & Sambar,154,Breakfast,40
SYN-2026-07-27-4,2026-07-27,Dal Khichdi,96,Lunch,65
SYN-2026-07-28-0,2026-07-28,Veg Thali,189,Lunch,80
SYN-2026-07-28-1,2026-07-28,Paneer Meal,76,Lunch,120
SYN-2026-07-28-2,2026-07-28,Rice Bowl,120,Lunch,60
SYN-2026-07-28-3,2026-07-28,Idli & Sambar,150,Breakfast,40
SYN-2026-07-28-4,2026-07-28,Dal Khichdi,101,Lunch,65
SYN-2026-07-29-0,2026-07-29,Veg Thali,206,Lunch,80
SYN-2026-07-29-1,2026-07-29,Paneer Meal,81,Lunch,120
SYN-2026-07-29-2,2026-07-29,Rice Bowl,117,Lunch,60
SYN-2026-07-29-3,2026-07-29,Idli & Sambar,137,Breakfast,40
SYN-2026-07-29-4,2026-07-29,Dal Khichdi,93,Lunch,65
SYN-2026-07-30-0,2026-07-30,Veg Thali,197,Lunch,80
SYN-2026-07-30-1,2026-07-30,Paneer Meal,85,Lunch,120
SYN-2026-07-30-2,2026-07-30,Rice Bowl,128,Lunch,60
SYN-2026-07-30-3,2026-07-30,Idli & Sambar,143,Breakfast,40
SYN-2026-07-30-4,2026-07-30,Dal Khichdi,89,Lunch,65
SYN-2026-07-31-0,2026-07-31,Veg Thali,195,Lunch,80
SYN-2026-07-31-1,2026-07-31,Paneer Meal,93,Lunch,120
SYN-2026-07-31-2,2026-07-31,Rice Bowl,141,Lunch,60
SYN-2026-07-31-3,2026-07-31,Idli & Sambar,168,Breakfast,40
SYN-2026-07-31-4,2026-07-31,Dal Khichdi,112,Lunch,65
SYN-2026-08-01-0,2026-08-01,Veg Thali,188,Lunch,80
SYN-2026-08-01-1,2026-08-01,Paneer Meal,74,Lunch,120
SYN-2026-08-01-2,2026-08-01,Rice Bowl,113,Lunch,60
SYN-2026-08-01-3,2026-08-01,Idli & Sambar,140,Breakfast,40
SYN-2026-08-01-4,2026-08-01,Dal Khichdi,97,Lunch,65
SYN-2026-08-02-0,2026-08-02,Veg Thali,198,Lunch,80
SYN-2026-08-02-1,2026-08-02,Paneer Meal,80,Lunch,120
SYN-2026-08-02-2,2026-08-02,Rice Bowl,115,Lunch,60
SYN-2026-08-02-3,2026-08-02,Idli & Sambar,130,Breakfast,40
SYN-2026-08-02-4,2026-08-02,Dal Khichdi,87,Lunch,65
SYN-2026-08-03-0,2026-08-03,Veg Thali,181,Lunch,80
SYN-2026-08-03-1,2026-08-03,Paneer Meal,79,Lunch,120
SYN-2026-08-03-2,2026-08-03,Rice Bowl,123,Lunch,60
SYN-2026-08-03-3,2026-08-03,Idli & Sambar,140,Breakfast,40
SYN-2026-08-03-4,2026-08-03,Dal Khichdi,86,Lunch,65
SYN-2026-08-04-0,2026-08-04,Veg Thali,169,Lunch,80
SYN-2026-08-04-1,2026-08-04,Paneer Meal,71,Lunch,120
SYN-2026-08-04-2,2026-08-04,Rice Bowl,115,Lunch,60
SYN-2026-08-04-3,2026-08-04,Idli & Sambar,143,Breakfast,40
SYN-2026-08-04-4,2026-08-04,Dal Khichdi,93,Lunch,65
SYN-2026-08-05-0,2026-08-05,Veg Thali,183,Lunch,80
SYN-2026-08-05-1,2026-08-05,Paneer Meal,71,Lunch,120
SYN-2026-08-05-2,2026-08-05,Rice Bowl,104,Lunch,60
SYN-2026-08-05-3,2026-08-05,Idli & Sambar,127,Breakfast,40
SYN-2026-08-05-4,2026-08-05,Dal Khichdi,89,Lunch,65
SYN-2026-08-06-0,2026-08-06,Veg Thali,184,Lunch,80
SYN-2026-08-06-1,2026-08-06,Paneer Meal,77,Lunch,120
SYN-2026-08-06-2,2026-08-06,Rice Bowl,111,Lunch,60
SYN-2026-08-06-3,2026-08-06,Idli & Sambar,123,Breakfast,40
SYN-2026-08-06-4,2026-08-06,Dal Khichdi,79,Lunch,65
SYN-2026-08-07-0,2026-08-07,Veg Thali,179,Lunch,80
SYN-2026-08-07-1,2026-08-07,Paneer Meal,88,Lunch,120
SYN-2026-08-07-2,2026-08-07,Rice Bowl,131,Lunch,60
SYN-2026-08-07-3,2026-08-07,Idli & Sambar,151,Breakfast,40
SYN-2026-08-07-4,2026-08-07,Dal Khichdi,99,Lunch,65
SYN-2026-08-08-0,2026-08-08,Veg Thali,160,Lunch,80
SYN-2026-08-08-1,2026-08-08,Paneer Meal,64,Lunch,120
SYN-2026-08-08-2,2026-08-08,Rice Bowl,103,Lunch,60
SYN-2026-08-08-3,2026-08-08,Idli & Sambar,130,Breakfast,40
SYN-2026-08-08-4,2026-08-08,Dal Khichdi,88,Lunch,65
SYN-2026-08-09-0,2026-08-09,Veg Thali,175,Lunch,80
SYN-2026-08-09-1,2026-08-09,Paneer Meal,68,Lunch,120
SYN-2026-08-09-2,2026-08-09,Rice Bowl,98,Lunch,60
SYN-2026-08-09-3,2026-08-09,Idli & Sambar,115,Breakfast,40
SYN-2026-08-09-4,2026-08-09,Dal Khichdi,80,Lunch,65
SYN-2026-08-10-0,2026-08-10,Veg Thali,167,Lunch,80
SYN-2026-08-10-1,2026-08-10,Paneer Meal,72,Lunch,120
SYN-2026-08-10-2,2026-08-10,Rice Bowl,107,Lunch,60
SYN-2026-08-10-3,2026-08-10,Idli & Sambar,118,Breakfast,40
SYN-2026-08-10-4,2026-08-10,Dal Khichdi,73,Lunch,65
SYN-2026-08-11-0,2026-08-11,Veg Thali,148,Lunch,80
SYN-2026-08-11-1,2026-08-11,Paneer Meal,65,Lunch,120
SYN-2026-08-11-2,2026-08-11,Rice Bowl,106,Lunch,60
SYN-2026-08-11-3,2026-08-11,Idli & Sambar,128,Breakfast,40
SYN-2026-08-11-4,2026-08-11,Dal Khichdi,80,Lunch,65
SYN-2026-08-12-0,2026-08-12,Veg Thali,155,Lunch,80
SYN-2026-08-12-1,2026-08-12,Paneer Meal,60,Lunch,120
SYN-2026-08-12-2,2026-08-12,Rice Bowl,93,Lunch,60
SYN-2026-08-12-3,2026-08-12,Idli & Sambar,118,Breakfast,40
SYN-2026-08-12-4,2026-08-12,Dal Khichdi,82,Lunch,65
SYN-2026-08-13-0,2026-08-13,Veg Thali,167,Lunch,80
SYN-2026-08-13-1,2026-08-13,Paneer Meal,67,Lunch,120
SYN-2026-08-13-2,2026-08-13,Rice Bowl,94,Lunch,60
SYN-2026-08-13-3,2026-08-13,Idli & Sambar,107,Breakfast,40
SYN-2026-08-13-4,2026-08-13,Dal Khichdi,72,Lunch,65
SYN-2026-08-14-0,2026-08-14,Veg Thali,169,Lunch,80
SYN-2026-08-14-1,2026-08-14,Paneer Meal,84,Lunch,120
SYN-2026-08-14-2,2026-08-14,Rice Bowl,120,Lunch,60
SYN-2026-08-14-3,2026-08-14,Idli & Sambar,132,Breakfast,40
SYN-2026-08-14-4,2026-08-14,Dal Khichdi,87,Lunch,65
SYN-2026-08-15-0,2026-08-15,Veg Thali,140,Lunch,80
SYN-2026-08-15-1,2026-08-15,Paneer Meal,60,Lunch,120
SYN-2026-08-15-2,2026-08-15,Rice Bowl,98,Lunch,60
SYN-2026-08-15-3,2026-08-15,Idli & Sambar,122,Breakfast,40
SYN-2026-08-15-4,2026-08-15,Dal Khichdi,79,Lunch,65
SYN-2026-08-16-0,2026-08-16,Veg Thali,155,Lunch,80
SYN-2026-08-16-1,2026-08-16,Paneer Meal,60,Lunch,120
SYN-2026-08-16-2,2026-08-16,Rice Bowl,88,Lunch,60
SYN-2026-08-16-3,2026-08-16,Idli & Sambar,109,Breakfast,40
SYN-2026-08-16-4,2026-08-16,Dal Khichdi,77,Lunch,65
SYN-2026-08-17-0,2026-08-17,Veg Thali,162,Lunch,80
SYN-2026-08-17-1,2026-08-17,Paneer Meal,67,Lunch,120
SYN-2026-08-17-2,2026-08-17,Rice Bowl,96,Lunch,60
SYN-2026-08-17-3,2026-08-17,Idli & Sambar,106,Breakfast,40
SYN-2026-08-17-4,2026-08-17,Dal Khichdi,68,Lunch,65
SYN-2026-08-18-0,2026-08-18,Veg Thali,145,Lunch,80
SYN-2026-08-18-1,2026-08-18,Paneer Meal,65,Lunch,120
SYN-2026-08-18-2,2026-08-18,Rice Bowl,103,Lunch,60
SYN-2026-08-18-3,2026-08-18,Idli & Sambar,119,Breakfast,40
SYN-2026-08-18-4,2026-08-18,Dal Khichdi,72,Lunch,65
SYN-2026-08-19-0,2026-08-19,Veg Thali,143,Lunch,80
SYN-2026-08-19-1,2026-08-19,Paneer Meal,58,Lunch,120
SYN-2026-08-19-2,2026-08-19,Rice Bowl,94,Lunch,60
SYN-2026-08-19-3,2026-08-19,Idli & Sambar,120,Breakfast,40
SYN-2026-08-19-4,2026-08-19,Dal Khichdi,80,Lunch,65
SYN-2026-08-20-0,2026-08-20,Veg Thali,162,Lunch,80
SYN-2026-08-20-1,2026-08-20,Paneer Meal,63,Lunch,120
SYN-2026-08-20-2,2026-08-20,Rice Bowl,90,Lunch,60
SYN-2026-08-20-3,2026-08-20,Idli & Sambar,107,Breakfast,40
SYN-2026-08-20-4,2026-08-20,Dal Khichdi,75,Lunch,65
SYN-2026-08-21-0,2026-08-21,Veg Thali,178,Lunch,80
SYN-2026-08-21-1,2026-08-21,Paneer Meal,85,Lunch,120
SYN-2026-08-21-2,2026-08-21,Rice Bowl,118,Lunch,60
SYN-2026-08-21-3,2026-08-21,Idli & Sambar,128,Breakfast,40
SYN-2026-08-21-4,2026-08-21,Dal Khichdi,86,Lunch,65
SYN-2026-08-22-0,2026-08-22,Veg Thali,146,Lunch,80
SYN-2026-08-22-1,2026-08-22,Paneer Meal,64,Lunch,120
SYN-2026-08-22-2,2026-08-22,Rice Bowl,105,Lunch,60
SYN-2026-08-22-3,2026-08-22,Idli & Sambar,126,Breakfast,40
SYN-2026-08-22-4,2026-08-22,Dal Khichdi,78,Lunch,65
SYN-2026-08-23-0,2026-08-23,Veg Thali,155,Lunch,80
SYN-2026-08-23-1,2026-08-23,Paneer Meal,61,Lunch,120
SYN-2026-08-23-2,2026-08-23,Rice Bowl,95,Lunch,60
SYN-2026-08-23-3,2026-08-23,Idli & Sambar,121,Breakfast,40
SYN-2026-08-23-4,2026-08-23,Dal Khichdi,83,Lunch,65
SYN-2026-08-24-0,2026-08-24,Veg Thali,174,Lunch,80
SYN-2026-08-24-1,2026-08-24,Paneer Meal,69,Lunch,120
SYN-2026-08-24-2,2026-08-24,Rice Bowl,98,Lunch,60
SYN-2026-08-24-3,2026-08-24,Idli & Sambar,112,Breakfast,40
SYN-2026-08-24-4,2026-08-24,Dal Khichdi,76,Lunch,65
SYN-2026-08-25-0,2026-08-25,Veg Thali,166,Lunch,80
SYN-2026-08-25-1,2026-08-25,Paneer Meal,73,Lunch,120
SYN-2026-08-25-2,2026-08-25,Rice Bowl,111,Lunch,60
SYN-2026-08-25-3,2026-08-25,Idli & Sambar,123,Breakfast,40
SYN-2026-08-25-4,2026-08-25,Dal Khichdi,76,Lunch,65
SYN-2026-08-26-0,2026-08-26,Veg Thali,155,Lunch,80
SYN-2026-08-26-1,2026-08-26,Paneer Meal,66,Lunch,120
SYN-2026-08-26-2,2026-08-26,Rice Bowl,109,Lunch,60
SYN-2026-08-26-3,2026-08-26,Idli & Sambar,134,Breakfast,40
SYN-2026-08-26-4,2026-08-26,Dal Khichdi,86,Lunch,65
SYN-2026-08-27-0,2026-08-27,Veg Thali,173,Lunch,80
SYN-2026-08-27-1,2026-08-27,Paneer Meal,67,Lunch,120
SYN-2026-08-27-2,2026-08-27,Rice Bowl,101,Lunch,60
SYN-2026-08-27-3,2026-08-27,Idli & Sambar,125,Breakfast,40
SYN-2026-08-27-4,2026-08-27,Dal Khichdi,87,Lunch,65
SYN-2026-08-28-0,2026-08-28,Veg Thali,202,Lunch,80
SYN-2026-08-28-1,2026-08-28,Paneer Meal,92,Lunch,120
SYN-2026-08-28-2,2026-08-28,Rice Bowl,125,Lunch,60
SYN-2026-08-28-3,2026-08-28,Idli & Sambar,138,Breakfast,40
SYN-2026-08-28-4,2026-08-28,Dal Khichdi,96,Lunch,65
SYN-2026-08-29-0,2026-08-29,Veg Thali,172,Lunch,80
SYN-2026-08-29-1,2026-08-29,Paneer Meal,76,Lunch,120
SYN-2026-08-29-2,2026-08-29,Rice Bowl,120,Lunch,60
SYN-2026-08-29-3,2026-08-29,Idli & Sambar,137,Breakfast,40
SYN-2026-08-29-4,2026-08-29,Dal Khichdi,84,Lunch,65
SYN-2026-08-30-0,2026-08-30,Veg Thali,170,Lunch,80
SYN-2026-08-30-1,2026-08-30,Paneer Meal,70,Lunch,120
SYN-2026-08-30-2,2026-08-30,Rice Bowl,113,Lunch,60
SYN-2026-08-30-3,2026-08-30,Idli & Sambar,142,Breakfast,40
SYN-2026-08-30-4,2026-08-30,Dal Khichdi,94,Lunch,65
SYN-2026-08-31-0,2026-08-31,Veg Thali,191,Lunch,80
SYN-2026-08-31-1,2026-08-31,Paneer Meal,74,Lunch,120
SYN-2026-08-31-2,2026-08-31,Rice Bowl,108,Lunch,60
SYN-2026-08-31-3,2026-08-31,Idli & Sambar,130,Breakfast,40
SYN-2026-08-31-4,2026-08-31,Dal Khichdi,91,Lunch,65
SYN-2026-09-01-0,2026-09-01,Veg Thali,195,Lunch,80
SYN-2026-09-01-1,2026-09-01,Paneer Meal,82,Lunch,120
SYN-2026-09-01-2,2026-09-01,Rice Bowl,121,Lunch,60
SYN-2026-09-01-3,2026-09-01,Idli & Sambar,134,Breakfast,40
SYN-2026-09-01-4,2026-09-01,Dal Khichdi,85,Lunch,65
SYN-2026-09-02-0,2026-09-02,Veg Thali,179,Lunch,80
SYN-2026-09-02-1,2026-09-02,Paneer Meal,78,Lunch,120
SYN-2026-09-02-2,2026-09-02,Rice Bowl,126,Lunch,60
SYN-2026-09-02-3,2026-09-02,Idli & Sambar,149,Breakfast,40
SYN-2026-09-02-4,2026-09-02,Dal Khichdi,93,Lunch,65
SYN-2026-09-03-0,2026-09-03,Veg Thali,185,Lunch,80
SYN-2026-09-03-1,2026-09-03,Paneer Meal,74,Lunch,120
SYN-2026-09-03-2,2026-09-03,Rice Bowl,116,Lunch,60
SYN-2026-09-03-3,2026-09-03,Idli & Sambar,146,Breakfast,40
SYN-2026-09-03-4,2026-09-03,Dal Khichdi,99,Lunch,65
SYN-2026-09-04-0,2026-09-04,Veg Thali,220,Lunch,80
SYN-2026-09-04-1,2026-09-04,Paneer Meal,97,Lunch,120
SYN-2026-09-04-2,2026-09-04,Rice Bowl,133,Lunch,60
SYN-2026-09-04-3,2026-09-04,Idli & Sambar,151,Breakfast,40
SYN-2026-09-04-4,2026-09-04,Dal Khichdi,108,Lunch,65
SYN-2026-09-05-0,2026-09-05,Veg Thali,197,Lunch,80
SYN-2026-09-05-1,2026-09-05,Paneer Meal,85,Lunch,120
SYN-2026-09-05-2,2026-09-05,Rice Bowl,129,Lunch,60
SYN-2026-09-05-3,2026-09-05,Idli & Sambar,144,Breakfast,40
SYN-2026-09-05-4,2026-09-05,Dal Khichdi,90,Lunch,65
SYN-2026-09-06-0,2026-09-06,Veg Thali,184,Lunch,80
SYN-2026-09-06-1,2026-09-06,Paneer Meal,79,Lunch,120
SYN-2026-09-06-2,2026-09-06,Rice Bowl,128,Lunch,60
SYN-2026-09-06-3,2026-09-06,Idli & Sambar,155,Breakfast,40
SYN-2026-09-06-4,2026-09-06,Dal Khichdi,99,Lunch,65
SYN-2026-09-07-0,2026-09-07,Veg Thali,197,Lunch,80
SYN-2026-09-07-1,2026-09-07,Paneer Meal,77,Lunch,120
SYN-2026-09-07-2,2026-09-07,Rice Bowl,117,Lunch,60
SYN-2026-09-07-3,2026-09-07,Idli & Sambar,145,Breakfast,40
SYN-2026-09-07-4,2026-09-07,Dal Khichdi,100,Lunch,65
SYN-2026-09-08-0,2026-09-08,Veg Thali,209,Lunch,80
SYN-2026-09-08-1,2026-09-08,Paneer Meal,85,Lunch,120
SYN-2026-09-08-2,2026-09-08,Rice Bowl,122,Lunch,60
SYN-2026-09-08-3,2026-09-08,Idli & Sambar,138,Breakfast,40
SYN-2026-09-08-4,2026-09-08,Dal Khichdi,92,Lunch,65
SYN-2026-09-09-0,2026-09-09,Veg Thali,193,Lunch,80
SYN-2026-09-09-1,2026-09-09,Paneer Meal,85,Lunch,120
SYN-2026-09-09-2,2026-09-09,Rice Bowl,132,Lunch,60
SYN-2026-09-09-3,2026-09-09,Idli & Sambar,150,Breakfast,40
SYN-2026-09-09-4,2026-09-09,Dal Khichdi,93,Lunch,65
SYN-2026-09-10-0,2026-09-10,Veg Thali,185,Lunch,80
SYN-2026-09-10-1,2026-09-10,Paneer Meal,77,Lunch,120
SYN-2026-09-10-2,2026-09-10,Rice Bowl,124,Lunch,60
SYN-2026-09-10-3,2026-09-10,Idli & Sambar,154,Breakfast,40
SYN-2026-09-10-4,2026-09-10,Dal Khichdi,101,Lunch,65
SYN-2026-09-11-0,2026-09-11,Veg Thali,217,Lunch,80
SYN-2026-09-11-1,2026-09-11,Paneer Meal,94,Lunch,120
SYN-2026-09-11-2,2026-09-11,Rice Bowl,131,Lunch,60
SYN-2026-09-11-3,2026-09-11,Idli & Sambar,156,Breakfast,40
SYN-2026-09-11-4,2026-09-11,Dal Khichdi,113,Lunch,65
SYN-2026-09-12-0,2026-09-12,Veg Thali,203,Lunch,80
SYN-2026-09-12-1,2026-09-12,Paneer Meal,85,Lunch,120
SYN-2026-09-12-2,2026-09-12,Rice Bowl,124,Lunch,60
SYN-2026-09-12-3,2026-09-12,Idli & Sambar,138,Breakfast,40
SYN-2026-09-12-4,2026-09-12,Dal Khichdi,88,Lunch,65
SYN-2026-09-13-0,2026-09-13,Veg Thali,182,Lunch,80
SYN-2026-09-13-1,2026-09-13,Paneer Meal,80,Lunch,120
SYN-2026-09-13-2,2026-09-13,Rice Bowl,128,Lunch,60
SYN-2026-09-13-3,2026-09-13,Idli & Sambar,150,Breakfast,40
SYN-2026-09-13-4,2026-09-13,Dal Khichdi,93,Lunch,65
SYN-2026-09-14-0,2026-09-14,Veg Thali,181,Lunch,80
SYN-2026-09-14-1,2026-09-14,Paneer Meal,73,Lunch,120
SYN-2026-09-14-2,2026-09-14,Rice Bowl,116,Lunch,60
SYN-2026-09-14-3,2026-09-14,Idli & Sambar,145,Breakfast,40
SYN-2026-09-14-4,2026-09-14,Dal Khichdi,98,Lunch,65
SYN-2026-09-15-0,2026-09-15,Veg Thali,197,Lunch,80
SYN-2026-09-15-1,2026-09-15,Paneer Meal,77,Lunch,120
SYN-2026-09-15-2,2026-09-15,Rice Bowl,111,Lunch,60
SYN-2026-09-15-3,2026-09-15,Idli & Sambar,131,Breakfast,40
SYN-2026-09-15-4,2026-09-15,Dal Khichdi,90,Lunch,65
SYN-2026-09-16-0,2026-09-16,Veg Thali,188,Lunch,80
SYN-2026-09-16-1,2026-09-16,Paneer Meal,81,Lunch,120
SYN-2026-09-16-2,2026-09-16,Rice Bowl,121,Lunch,60
SYN-2026-09-16-3,2026-09-16,Idli & Sambar,135,Breakfast,40
SYN-2026-09-16-4,2026-09-16,Dal Khichdi,84,Lunch,65
SYN-2026-09-17-0,2026-09-17,Veg Thali,169,Lunch,80
SYN-2026-09-17-1,2026-09-17,Paneer Meal,73,Lunch,120
SYN-2026-09-17-2,2026-09-17,Rice Bowl,119,Lunch,60
SYN-2026-09-17-3,2026-09-17,Idli & Sambar,144,Breakfast,40
SYN-2026-09-17-4,2026-09-17,Dal Khichdi,91,Lunch,65
SYN-2026-09-18-0,2026-09-18,Veg Thali,192,Lunch,80
SYN-2026-09-18-1,2026-09-18,Paneer Meal,85,Lunch,120
SYN-2026-09-18-2,2026-09-18,Rice Bowl,122,Lunch,60
SYN-2026-09-18-3,2026-09-18,Idli & Sambar,148,Breakfast,40
SYN-2026-09-18-4,2026-09-18,Dal Khichdi,108,Lunch,65
